QUEST_UNUSED_20150317_000001	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.
QUEST_UNUSED_20151116_002262	Antans memberitahukan padamu bahwa Gierda yang merupakan anggota lain dari Nestoses membutuhkan bantuan.
QUEST_UNUSED_20151116_002263	Mengumpulkan transparent shells
QUEST_UNUSED_20151116_002264	Gierda memberitahukan kepada kamu untuk membuat scriptures, dia akan membutuhkan transparent shells. Kalahkan monster dan dapatkan transparent shells.
QUEST_UNUSED_20151116_002265	Berikan semua kepada Gierda
QUEST_UNUSED_20151116_002266	Karena kamu telah mengumpulkan seluruh transparent shells, tolong beikan semuanya kepada Gierda.
QUEST_UNUSED_20151116_002267	Buat rigid string roll untuk mengikat menggunakan short leather string
QUEST_UNUSED_20151116_002268	Kamu akan membutuhkan leather string yang dibutuhkan untuk mengikat scriptures, tapi leather strings dari monster terlalu pendek. Dapatkan short leather string dari monster dan buat rigid string roll untuk mengikat menggukan Moru.
QUEST_UNUSED_20151116_002269	Kamu telah membuat leather string untuk mengikat. Berikan itu kepada Gierda.
QUEST_UNUSED_20151116_002270	Bicara kepada Kestas yang sedang terlihat murung
QUEST_UNUSED_20151116_002271	Kamu dapat melihat Kestas yang terlihat sangat murung. Bicara dengannya.
QUEST_UNUSED_20151116_002272	Dapatkan sign of Nestoses dari para monster
QUEST_UNUSED_20151116_002273	Kestas terlihat murung semenjak dia kehilangan sign of Nestoses. Dapatkan sign of Nestoses dari para monster di sekitar.
QUEST_UNUSED_20151116_002274	Berikan itu kepada Kestas
QUEST_UNUSED_20151116_002275	Tampaknya Kestas terlihat bahagiasekarang. Bicara dengan Kestas.
QUEST_UNUSED_20151116_002276	Kalahkan para monster yang mencoba untuk mencuri signs
QUEST_UNUSED_20151116_002277	Mengumpulkan Green Infroholder Eggs
QUEST_UNUSED_20151116_002278	Untuk menemukan dimana Revelations berada, kamu perlu berbicara dengan unruly Ruklys era spirits, yang mana bukanlah hal yang mudah. Mengumpulkan Green Infroholder Eggs untuk membuat token of restraint.
QUEST_UNUSED_20151116_002279	Kamu telah mengumpulkan Green Infroholder eggs. Berikan itu kepada old manager.
QUEST_UNUSED_20151116_002280	Kamu meniup terompet untuk memerintahkan agar mundur. Beri semangat kepada para soldiers di Ruklys army.
QUEST_UNUSED_20151116_002281	Bicara dengan Varas
QUEST_UNUSED_20151116_002282	Varas terlihat murung. Tanyakan kepadanya mengapa dia murung.
QUEST_UNUSED_20151116_002283	Pindah kelokasi dimana colleagues of Varas berada.
QUEST_UNUSED_20151116_002284	Varas memeberitahumu bahwa rekannya telah diserang oleh demon. Bantu mereka.
QUEST_UNUSED_20151116_002285	Tampaknya Roge ingin membicarakan sesuatu. Bicara padanya.
QUEST_UNUSED_20151116_002286	Kalahkan demon yang mengancam merchants
QUEST_UNUSED_20151116_002287	Bicara dengan Roge
QUEST_UNUSED_20151116_002288	Bantu Rashi untuk memulihkan stamina
QUEST_UNUSED_20151116_002289	Rose ingin menggunakan Rashi untuk menemukan merchants yang tersebar disekitar area. Akan tetapi, Rashi tidak dalam kondisi yang sehat. Berikan Rashi sebuah stamina recovery potion.
QUEST_UNUSED_20151116_002290	Anjing pelacak telah kembali untuk mencari teman - teman Roge. Beritahukan ini kepada Roge.
QUEST_UNUSED_20151116_002291	Cari para merchants dengan menggunakan anjing pelacak
QUEST_UNUSED_20151116_002292	Biarkan anjing pelacak mencium pakaian yang mengandung bau dari merchant dan kemudian mencari merchant
QUEST_UNUSED_20151116_002293	Bicara dengan merchant
QUEST_UNUSED_20151116_002294	Tampaknya kamu menemukan hampir keseluruhan merchants. Bicara dengan merchants.
QUEST_UNUSED_20151116_002295	Bicara dengan merchants
QUEST_UNUSED_20151116_002296	Kalahkan para demon yang mengancam para merchant
QUEST_UNUSED_20151116_002297	Kalahkan para demon yang mengancam para merchant
QUEST_UNUSED_20151116_002298	Cari koper yang dihilangkan oleh merchant
QUEST_UNUSED_20151116_002299	Menurut merchant dia kehilangan koper ketika dia sedang dikejar - kejar oleh demon. Tolong cari koper dari merchant.
QUEST_UNUSED_20151116_002300	Kamu telah mendapatkan semua koper dari merchant yang jatuh di jalan. Berikan kembali kepada merchant.
QUEST_UNUSED_20151116_002301	Bicara pada merchant yang gemetar karena gugup
QUEST_UNUSED_20151116_002302	Kalahkan demon dan monster yang berada disekitar AA village
QUEST_UNUSED_20151116_002303	Dapatkan merchant anxiety dengan mengalahkan demon and monster yang berada disekitar AA village
QUEST_UNUSED_20151116_002304	Kamu telah mengalahkan demon dan monster yang berada disekitar AA village. Bicara dengan merchant.
QUEST_UNUSED_20151116_002305	Kalahkan demon dan monster yang berada disekitar AA village
QUEST_UNUSED_20151116_002306	Bicara dengan herb gatherer, Tales
QUEST_UNUSED_20151116_002307	Bicara dengan herb gatherer, Tales
QUEST_UNUSED_20151116_002308	Dapatkan herbs terdekat
QUEST_UNUSED_20151116_002309	Herb gatherer, Tales meminta kamu untuk mengambil beberapa herbs yang akan menyembuhkan lukanya.
QUEST_UNUSED_20151116_002310	Tampaknya walau dengan efek dari herbs, luka Tales tidak akan pulih. Bicara dengan Tales.
QUEST_UNUSED_20151116_002311	Bicara dengan Cleric Sub Master
QUEST_UNUSED_20151116_002312	Bicara dengan Cleric Sub Master mengenai kondisi dari herb gatherer, Tales
QUEST_UNUSED_20151116_002313	Bicara dengan Cleric Sub Master
QUEST_UNUSED_20151116_002314	Berikan herb kepada herb gatherer, Tales
QUEST_UNUSED_20151116_002315	Berikan herb yang kamu dapatkan dari Cleric Sub Master kepada herb gatherer, Tales
QUEST_UNUSED_20151116_002316	Tampaknya Roge menemukan sesuatu. Kembali dan bicara padanya.
QUEST_UNUSED_20151116_002317	Kalahkan demon di Demons' Base
QUEST_UNUSED_20151116_002318	Kalahkan demon yang tersisa di Demons' Base
QUEST_UNUSED_20151116_002319	Kalahkan demon yang tersisa di Demons' Base
QUEST_UNUSED_20151116_002320	Bicara pada Roge
QUEST_UNUSED_20151116_002321	Cari informasi mengenai gigantic bracken
QUEST_UNUSED_20151116_002322	Mencari informasi tentang Gigantic Bracken at the Demons Base
QUEST_UNUSED_20151116_002323	Kembali ke Roge
QUEST_UNUSED_20151116_002324	Kamu telah menemukan informasi tentang Gigantic Bracken. Kembalilah ke Roge
QUEST_UNUSED_20151116_002325	Kembali ke Roge
QUEST_UNUSED_20151116_002326	Kembali ke Roge dan beritahu dia tentang informasi seputar Gigantic Bracken
QUEST_UNUSED_20151116_002327	Selamatkan Roge
QUEST_UNUSED_20151116_002328	Roge tertangkap oleh wizard dan demon yang tidak diketahui. Selamatkan dia.
QUEST_UNUSED_20151116_002329	Kamu telah menyelamatkan Roge. Bicara padanya.
QUEST_UNUSED_20151116_002330	Kalahkan Demon yang mencoba menculik Roge.
QUEST_UNUSED_20151116_002331	Beritahu Roge tentang informasi seputar Gigantic Bracken.
QUEST_UNUSED_20151116_002332	Matikan power supply dari device
QUEST_UNUSED_20151116_002333	Matikan power supply dari device yang membuat Gigantic Bracken membesar
QUEST_UNUSED_20151116_002334	Kamu telah mematikan power supply dari device. Bicara pada Roge.
QUEST_UNUSED_20151116_002335	Roge menunggu dijalan menuju monastery. Bicaralah padanya.
QUEST_UNUSED_20151116_002336	Kalahkan demon yang memblokir jalanan
QUEST_UNUSED_20151116_002337	Kalahkan demon yang memblokade jalan menuju monastery.
QUEST_UNUSED_20151116_002338	Kalahkan Gremlin
QUEST_UNUSED_20151116_002339	Bicara pada herb gatherer
QUEST_UNUSED_20151116_002340	Lepaskan trap
QUEST_UNUSED_20151116_002341	Hancurkan magic field yang melindungi caldron
QUEST_UNUSED_20151116_002342	Hancurkan magic field yang melindungi caldron
QUEST_UNUSED_20151116_002343	Hancurkan Caldron
QUEST_UNUSED_20151116_002344	Magic field yang melindungi caldron telah disingkirkan. Hancurkan Caldron
QUEST_UNUSED_20151116_002345	Bakar box yang didalamnya terdapat bracken
QUEST_UNUSED_20151116_002346	Bakar box yang telah di isi bracken oleh demon
QUEST_UNUSED_20151116_002347	Bicara pada XX Village Resident
QUEST_UNUSED_20151116_002348	Bicara pada Rose.
QUEST_UNUSED_20151116_002349	Hancurkan device yang menempel pada Monk
QUEST_UNUSED_20151116_002350	Bicara pada Monk Goss
QUEST_UNUSED_20151116_002351	Bicara pada Monk Goss.
QUEST_UNUSED_20151116_002352	Dapatkan XX Essence
QUEST_UNUSED_20151116_002353	Untuk mematikan magic circle yang terpasang pada pintu warehouse, kamu harus menjadi demon. 
QUEST_UNUSED_20151116_002354	Kalahkan XX untuk mendapatkan %s
QUEST_UNUSED_20151116_002355	Bicara pada Monk Goss
QUEST_UNUSED_20151116_002356	Lindungi Monk Goss dan Rose
QUEST_UNUSED_20151116_002357	Lindungi Monk Goss saat dia membuka gerbang warehouse
QUEST_UNUSED_20151116_002358	Bantu villager lari ke tempat yang aman
QUEST_UNUSED_20151116_002359	Bantu village resident kabur ke tempat aman.
QUEST_UNUSED_20151116_002360	Bicara pada Experiment Victim (1)
QUEST_UNUSED_20151116_002361	Bicara pada Experiment Victim (1).
QUEST_UNUSED_20151116_002362	Berikan Recovery Potion pada Experiment Victim
QUEST_UNUSED_20151116_002363	Kesehatan Experiment Victim dalam keadaan lemah setelah eksperiment para demon. Bantu mereka dengan memberikan Stamina Recovery Potion.
QUEST_UNUSED_20151116_002364	Kalahkan Demon disekitar
QUEST_UNUSED_20151116_002365	Kalahkan demon disekitar agar experiment victim (1) dapat keluar dari Monastery.
QUEST_UNUSED_20151116_002366	Kalahkan demon disekitar
QUEST_UNUSED_20151116_002367	Bicara pada Experiment Victim (2)
QUEST_UNUSED_20151116_002368	Bicara pada Experiment Victim (2).
QUEST_UNUSED_20151116_002369	Temukan barang dari anggota keluarga dan teman Experiment Victim (2)
QUEST_UNUSED_20151116_002370	Experiment victim (2) ingin barang peninggalan teman dan keluarganya saat pemakaman. Temukan barang itu.
QUEST_UNUSED_20151116_002371	Temui Edmundas
QUEST_UNUSED_20151116_002372	Temui Edmundas di zona 62_2 pada monastery.
QUEST_UNUSED_20151116_002373	Selamatkan Edmundas
QUEST_UNUSED_20151116_002374	Temukan dan hancurkan contraption yang membuat Edmundas menderita.
QUEST_UNUSED_20151116_002375	Hancurkan Suspicious Wizard Contraptions
QUEST_UNUSED_20151116_002376	Contraption yang di summon wizard membuat Edmundas menderita. Hancurkan semua.
QUEST_UNUSED_20151116_002377	Bicara pada Edmundas
QUEST_UNUSED_20151116_002378	Bicara pada Edmundas.
QUEST_UNUSED_20151116_002379	Hancurkan Magic Stone of Pain
QUEST_UNUSED_20151116_002380	Hancurkan Confinement Device
QUEST_UNUSED_20151116_002381	Hancurkan device yang menahan Edmundas.
QUEST_UNUSED_20151116_002382	Bicara pada Experiment Victim
QUEST_UNUSED_20151116_002383	Bicara pada experiment victim.
QUEST_UNUSED_20151116_002384	Temukan Experiment Victim Backpack
QUEST_UNUSED_20151116_002385	Temukan experiment victim backpack.
QUEST_UNUSED_20151116_002386	Periksa Experimentation Zone
QUEST_UNUSED_20151116_002387	Experiment victim memintamu untuk menyelamatkan villager dari lokasi experiment. Periksa Demon Experiment Zone.
QUEST_UNUSED_20151116_002388	Bicara pada Experiment Victim
QUEST_UNUSED_20151116_002389	Hancurkan Experiment Equipment
QUEST_UNUSED_20151116_002390	Hancurkan experiment equipment.
QUEST_UNUSED_20151116_002391	Hancurkan Demon Experiment Tool
QUEST_UNUSED_20151116_002392	Bicara pada Monk
QUEST_UNUSED_20151116_002393	Bicara pada Monk.
QUEST_UNUSED_20151116_002394	Rebut kembali Holy Relic Fragments
QUEST_UNUSED_20151116_002395	Rebut kembali fragments dari relic yang di hancurkan para demon.
QUEST_UNUSED_20151116_002396	Pasang Relic kembali
QUEST_UNUSED_20151116_002397	Memasang Holy Relic.
QUEST_UNUSED_20151116_002398	Bicara pada Monk
QUEST_UNUSED_20151116_002399	Temukan objek untuk membuat device kacau
QUEST_UNUSED_20151116_002400	Temukan sebuah objek yang bisa membuat device itu rusak dan bawa kepada Edmundas.
QUEST_UNUSED_20151116_002401	Kumpulkan Black Gems
QUEST_UNUSED_20151116_002402	Kumpulkan black gems dan buat device itu menjadi kacau.
QUEST_UNUSED_20151116_002403	Lepaskan Crystal
QUEST_UNUSED_20151116_002404	Gunakan device protection barrier dan lepaskan crystal.
QUEST_UNUSED_20151116_002405	Bicara pada Edmundas
QUEST_UNUSED_20151116_002406	Selamatkan Rose
QUEST_UNUSED_20151116_002407	Pikiran Rose sedang dikendalikan. Selamatkan dia.
QUEST_UNUSED_20151116_002408	Kalahkan Deathweaver
QUEST_UNUSED_20151116_002409	Kalahkan Monster Disekitar
QUEST_UNUSED_20151116_002410	Kalahkan monster di sekitar Edmundas dan Rose.
QUEST_UNUSED_20151116_002411	Kalahkan Monster yang mengancam Edmundas dan Rose.
QUEST_UNUSED_20151116_002412	Bicara dengan Wizard Submaster
QUEST_UNUSED_20151116_002413	Bicara dengan Wizard Submaster.
QUEST_UNUSED_20151116_002414	Bicara dengan Wizard Master
QUEST_UNUSED_20151116_002415	Bicara dengan Wizard Master.
QUEST_UNUSED_20151116_002416	Dapatkan Demon Essence
QUEST_UNUSED_20151116_002417	Wizard Submaster membutuhkan Demon Essence untuk membuat protection barrier crystal. Dapatkan sejumlah Demon Essence yang dibutuhkan.
QUEST_UNUSED_20151116_002418	Memasang Protection Barrier Crystal
QUEST_UNUSED_20151116_002419	Memasang Protection Barrier Crystal
QUEST_UNUSED_20151116_002420	Dapatkan Suspicious Wizard Experiment Journal
QUEST_UNUSED_20151116_002421	Dapatkan suspicious wizard experiment journal
QUEST_UNUSED_20151116_002422	Matikan Breeding Device
QUEST_UNUSED_20151116_002423	Matikan giant bracken spore breeding device
QUEST_UNUSED_20151116_002424	Carilah Mayor Romanas
QUEST_UNUSED_20151116_002425	Para penduduk terancam oleh Poatas yang muncul di pintu masuk Orsha! Kalahkan Poatas untuk mengamankan pintu masuk Orsha.
QUEST_UNUSED_20151116_002426	Penduduk, Izna meminta kamu untuk mendapatkan Red Leaves dengan mengalahkan Leaf Bugs di 1st District
QUEST_UNUSED_20151116_002427	Seperti yang diminta oleh Izna, kamu telah mengumpulkan cukup Red Leaves. Bicara pada Izna
QUEST_UNUSED_20151116_002428	Penduduk, Izna meminta kamu untuk mengumpulkan mucus yang bisa didapatkan dari Chinencys pada 1st dan 2nd District
QUEST_UNUSED_20151116_002429	Kamu telah mengumpulkan cukup Rampar Mucus sesuai permintaan Izna. Bicara pada Izna
QUEST_UNUSED_20151116_002430	Tersesat di Hutan.
QUEST_UNUSED_20151116_002431	Dalam rangka membantu penduduk yang terisolasi di hutan karena serangan monster raksasa, Izna meminta bantuan kamu untuk menyalakan Bonfire di resting area di district 3 dan 4.
QUEST_UNUSED_20151116_002432	Menyalakan Bonfire pada tumpukan kayu di resting area
QUEST_UNUSED_20151116_002433	Penduduk, Izna meminta kamu untuk menyalakan Bonfire pada tumpukan kayu di resting area agar penduduk dapat melihat dengan jelas.
QUEST_UNUSED_20151116_002434	Kalahkan Woodspirit
QUEST_UNUSED_20151116_002435	Penduduk, Dallanas memberkati perjalananmu. Dan dia juga menyarankanmu berdoa di depan patung Goddess  Gemina agar mendapatkan perlindungan darinya.
QUEST_UNUSED_20151116_002436	Kalahkan monster yang berada di temporal resting area
QUEST_UNUSED_20151116_002437	Penduduk, Dallanas memberitahu kamu bahwa temporal resting area di dekat pintu masuk Orsha menjadi berbahaya karena banyak monster. Kalahkan monster disekitar are tersebut.
QUEST_UNUSED_20151116_002438	Penduduk, Dallanas meminta kamu untuk membawa penduduk lainnya yang terpencar di sekitar temporal resting area.
QUEST_UNUSED_20151116_002439	Bishop yang menghilang
QUEST_UNUSED_20151116_002440	Bicara pada Inessa Hemandale
QUEST_UNUSED_20151116_002441	Berdoa didepan statue of Goddess 
QUEST_UNUSED_20151116_002442	Bicara pada Item Merchant
QUEST_UNUSED_20151116_002443	Bicara pada Item Merchant
QUEST_UNUSED_20151116_002444	Bicara pada Accessory Merchant
QUEST_UNUSED_20151116_002445	Bicara pada Informant, Cherasia
QUEST_UNUSED_20151116_002446	Bicara pada Informant, Cherasia
QUEST_UNUSED_20151116_002447	Kumpulkan piece of the memo milik Priest Iruma
QUEST_UNUSED_20151116_002448	Kumpulkan piece of the memo milik Priest Iruma, dengan mengalahkan monster disekitar
QUEST_UNUSED_20151116_002449	Keberadaan yang tidak diketahui
QUEST_UNUSED_20151116_002450	Bicara pada Informant, Moren
QUEST_UNUSED_20151116_002451	Bicara pada Informant, Moren
QUEST_UNUSED_20151116_002452	Kalahkan monster disekitar Moren
QUEST_UNUSED_20151116_002453	Lindungi sang informant Moren, saat dia sedang menganalisa dan mengumpulkan informasi. Saat kamu mengalahkan monster di sekitar, Moren akan bekerja lebih cepat.
QUEST_UNUSED_20151116_002454	Bicara dengan Informant, Moren
QUEST_UNUSED_20151116_002455	Kumpulkan Half Burnt Memo
QUEST_UNUSED_20151116_002456	Kumpulkan Half Burnt Memo
QUEST_UNUSED_20151116_002457	Bicara pada Chaser, Jeulis
QUEST_UNUSED_20151116_002458	Bicara pada Chaser, Jeulis
QUEST_UNUSED_20151116_002459	Periksa tempat bersembunyi para Priest
QUEST_UNUSED_20151116_002460	Periksa tempat bersembunyi para Priest
QUEST_UNUSED_20151116_002461	Dapatkan diary of Urbonas
QUEST_UNUSED_20151116_002462	Di tempat bersembunyi priest, kamu menemukan diary of Urbonas. Ambil dan berikan itu pada chaser Jeulis.
QUEST_UNUSED_20151116_002463	Defeat Minotaurs
QUEST_UNUSED_20151116_002464	Bicara pada chaser, Talbasia
QUEST_UNUSED_20151116_002465	Pergi dan temui chaser, Talbasia di Paupys Port
QUEST_UNUSED_20151116_002466	Bicara pada Informant, Fernif
QUEST_UNUSED_20151116_002467	Bicara pada Informant, Fernif
QUEST_UNUSED_20151116_002468	Kalahkan monster disekitar
QUEST_UNUSED_20151116_002469	Sang Informant, Fernif memintamu untuk mengalahkan monster yang ada di 1st dan 2nd disctrict
QUEST_UNUSED_20151116_002470	Kalahkan Rafejad
QUEST_UNUSED_20151116_002471	Defeat Rafemeiter
QUEST_UNUSED_20151116_002472	Singkirkan Wagon yang beraroma busuk
QUEST_UNUSED_20151116_002473	Sang Informant, Fernif memintamu untuk menyingkirkan wagon yang mengeluarkan aroma busuk di 1st dan 2nd district
QUEST_UNUSED_20151116_002474	Bicara pada chaser, Germeiya
QUEST_UNUSED_20151116_002475	Bicara pada chaser, Germeiya
QUEST_UNUSED_20151116_002476	Menggunakan monster attracting agent
QUEST_UNUSED_20151116_002477	Chaser, Germeiya meminta kamu untuk membuat konflik diantara monster karena kekurangan kekuatan tempur
QUEST_UNUSED_20151116_002478	Monster Habitat
QUEST_UNUSED_20151116_002479	Bicara pada chaser, Laitis
QUEST_UNUSED_20151116_002480	Bicara pada chaser, Laitis
QUEST_UNUSED_20151116_002481	Chaser, Laitis meminta kamu untuk mengalahkan monster yang muncul di hallway 4th district
QUEST_UNUSED_20151116_002482	Hancurkan habitat dari para monster
QUEST_UNUSED_20151116_002483	Hancurkan habitat dari para monster
QUEST_UNUSED_20151116_002484	Kalahkan Chafferors yang tiba-tiba menyerang
QUEST_UNUSED_20151116_002485	Operasi pencarian skala besar
QUEST_UNUSED_20151116_002486	Bicara pada chaser, Talbasi
QUEST_UNUSED_20151116_002487	Kumpulkan memo of the priest, Geliya
QUEST_UNUSED_20151116_002488	Kalahkan monster di District 1 dan kumpulkan Priest Geliya notes
QUEST_UNUSED_20151116_002489	The Memo of the Priest, Geliya
QUEST_UNUSED_20151116_002490	Mencari tempat persembunyian
QUEST_UNUSED_20151116_002491	Chaser, Talbasi meminta kamu untuk mencari tempat persembunyian priest yang pernah ditemukan sebelum kamu menemui Informant Larena.
QUEST_UNUSED_20151116_002492	Bicara pada Informant, Larena
QUEST_UNUSED_20151116_002493	Bicara pada Informant, Larena
QUEST_UNUSED_20151116_002494	Mencari jejak dari Priest
QUEST_UNUSED_20151116_002495	Informant Larena meminta kamu untuk membawa Jolly, anjing sang Priest dan mencari jejaknya disekitar.
QUEST_UNUSED_20151116_002496	Bicara pada chaser, Sandal
QUEST_UNUSED_20151116_002497	Bicara pada chaser, Sandal
QUEST_UNUSED_20151116_002498	Selamatkan priest, Pranas
