ITEM_20150317_000001	없음_helmet
ITEM_20151224_009000	콜렉션:노바하 별관
ITEM_20151224_009001	콜렉션:노바하 본원
ITEM_20151224_009002	콜렉션:카롤리스 샘터
ITEM_20151224_009003	콜렉션:레타스 개울가
ITEM_20151224_009004	콜렉션:펠케 신전터
ITEM_20151224_009005	콜렉션:압셈타 수원지
ITEM_20151224_009006	콜렉션:시에나칼 묘역
ITEM_20151224_009007	콜렉션:칼라일의 영묘
ITEM_20151224_009008	콜렉션:델무어 소작촌
ITEM_20151224_009009	콜렉션:델무어 장원
ITEM_20151224_009010	콜렉션:델무어 외성
ITEM_20151224_009011	콜렉션:페레토리 구릉
ITEM_20151224_009012	콜렉션:모치아 숲
ITEM_20151224_009013	콜렉션:수타티스 교역로
ITEM_20151224_009014	콜렉션:토페스 보루 1층
ITEM_20151224_009015	콜렉션:토페스 보루 2층
ITEM_20151224_009016	콜렉션:벨라이 숲
ITEM_20151224_009017	콜렉션:제라하
ITEM_20151224_009018	콜렉션:세이르 숲
ITEM_20151224_009019	콜렉션:갈르엣 평야
ITEM_20151224_009020	콜렉션:파사카 협곡
ITEM_20151224_009021	콜렉션:마나하스
ITEM_20151224_009022	콜렉션:게나르 평원
ITEM_20151224_009023	콜렉션:시카리오스 1층
ITEM_20151224_009024	콜렉션:시카리오스 2층
ITEM_20151224_009025	감옥 관리자 프리즌커터의 큐브
ITEM_20151224_009026	굶주려있는 벨니아몽키의 큐브
ITEM_20151224_009027	숲 지킴이 페릿머로더의 큐브
ITEM_20151224_009028	미르티스의 큐브
ITEM_20151224_009029	헬가세르클의 큐브
ITEM_20151224_009030	렉시퍼의 큐브
ITEM_20151224_009031	마르눅스의 큐브
ITEM_20151224_009032	수수께끼 큐브
ITEM_20151224_009033	사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20151224_009034	반짝반짝 큐브
ITEM_20151224_009035	칼레이마스 큐브
ITEM_20151224_009036	시카리오스 큐브
ITEM_20151224_009037	숲의 큐브
ITEM_20151224_009038	리테리스의 큐브
ITEM_20151224_009039	플람미두스의 큐브
ITEM_20151224_009040	모루 위에 장비를 놓고 두드리면 성능이 향상됩니다. 포텐셜이 0인 장비에만 사용가능 합니다. 실패해도 장비가 파괴되지 않습니다. +11 강화이상에서 실패 시 강화 수치가 +10 강화로 감소합니다. 마우스 우클릭으로 사용합니다.
ITEM_20151224_009041	플람미두스 카드
ITEM_20151224_009042	몬스터들에게서 발견되는 정체불명의 보석입니다. 신비로운 빛깔로인해 수집가들이 많이 찾고있습니다. 길드를 성장시키는데 이용됩니다.
ITEM_20151224_009043	작은 돌멩이입니다. 돌멩이 줍기 스킬을 사용하여 획득할 수 있습니다.
ITEM_20151224_009044	시공간이 뒤틀릴 때 발견되는 신비로운 결정입니다.
ITEM_20151224_009045	체이퍼러의 껍질
ITEM_20151224_009046	체이퍼러에게서 획득합니다.
ITEM_20151224_009047	소켓의 뿔
ITEM_20151224_009048	머리에 솟아난 뿔입니다. 소켓에게서 획득합니다.
ITEM_20151224_009049	마법 이끼
ITEM_20151224_009050	미약하게 마력을 가지고 있는 이끼입니다. 티켄 마법사에게서 획득합니다.
ITEM_20151224_009051	하얀 단델의 털
ITEM_20151224_009052	갈색 램베어 뼈
ITEM_20151224_009053	매우 단단하여 특수한 도구를 사용해서 가공해야합니다. 갈색 램베어에게서 획득합니다.
ITEM_20151224_009054	데드본스캡의 가면
ITEM_20151224_009055	방독면처럼 생긴 가면입니다. 데드본스캡에게서 획득합니다.
ITEM_20151224_009056	케파리 껍질
ITEM_20151224_009057	맛은 보장할 수 없습니다. 케파리에게서 획득합니다.
ITEM_20151224_009058	거적때기
ITEM_20151224_009059	누군가 걸치고 다녔던 것 같습니다. 템플슬레이브에게서 획득합니다.
ITEM_20151224_009060	하얀 체인
ITEM_20151224_009061	하얀 금속으로 만들어진 체인입니다. 살티스도터에게서 획득합니다.
ITEM_20151224_009062	푸른 샤울라브 가면
ITEM_20151224_009063	기괴한 느낌을 주는 가면입니다. 푸른 샤울라브에게서 획득합니다.
ITEM_20151224_009064	초록 엘디고의 손톱
ITEM_20151224_009065	엘디고는 거대한 손톱을 가지고 있습니다. 초록 엘디고에게서 획득합니다.
ITEM_20151224_009066	붉은 트리펠리 버섯
ITEM_20151224_009067	트리펠리에 돋아난 버섯은 마법사들에게 흥미로운 연구거리이자 시약입니다. 붉은 트리펠리에게서 획득합니다.
ITEM_20151224_009068	악취나는 줄기
ITEM_20151224_009069	한 식물학자의 연구에 따르면 줄기에 담긴 마력이 밖으로 표출되면서 악취가 나는 것으로 확인되었습니다. 초록 시체꽃에서 획득합니다.
ITEM_20151224_009070	푸른 스피온 가죽
ITEM_20151224_009071	가죽을 온전한 상태로 뻣뻣한 털을 제거하는 것은 매우 어려운 작업입니다. 푸른 스피온에게서 획득합니다.
ITEM_20151224_009072	회색 스타울리트 힘줄
ITEM_20151224_009073	쉽게 끊어지지않고 탄력도 뛰어난 힘줄입니다. 회색 스타울리트에게서 획득합니다.
ITEM_20151224_009074	주황 샤울라브 가면
ITEM_20151224_009075	기괴한 느낌을 주는 가면입니다. 주황 샤울라브에게서 획득합니다.
ITEM_20151224_009076	초록 호헨 갈기
ITEM_20151224_009077	이것을 얻기 위해서는 성난 야수와 대면할 수 밖에 없습니다. 초록 호헨에게서 획득합니다.
ITEM_20151224_009078	초록 호헨의 뿔
ITEM_20151224_009079	판토의 뿔과 비슷하지만 그 가치는 비교할 수 없습니다. 초록 호헨에게서 획득합니다.
ITEM_20151224_009080	부러진 호헨 스태프
ITEM_20151224_009081	마족이 지닌 장비가 그 주인의 힘이 사라진 뒤에도 현세에 남아있는 것은 굉장히 드문일입니다. 붉은 호헨 메이지에게서 획득합니다.
ITEM_20151224_009082	호헨 깃발 조각
ITEM_20151224_009083	깃발위에 새겨진 문양은 마법으로 각인된 것입니다. 호헨 메인에게서 획득합니다.
ITEM_20151224_009084	초록 호헨 올벤의 수정구
ITEM_20151224_009085	이 수정구는 호헨들이 사용하는 마법적 힘의 원천과 같습니다. 초록 호헨 올벤에게서 획득합니다.
ITEM_20151224_009086	푸른 웬디고 털
ITEM_20151224_009087	매우 거친 질감을 가지고 있습니다. 푸른 웬디고에게서 획득합니다.
ITEM_20151224_009088	주황 미노스 발굽
ITEM_20151224_009089	무쇠와 같은 발굽덕분에 미노스는 육중한 몸으로도 민첩하게 움직일 수 있습니다. 주황 미노스에게서 획득합니다.
ITEM_20151224_009090	노란 콜리플라이 수술
ITEM_20151224_009091	수술에서 흩날리는 꽃가루는 피부와 접촉할 경우 통증을 일으킵니다. 노란 콜리플라이에게서 획득합니다.
ITEM_20151224_009092	검은 콜리플라이 수술
ITEM_20151224_009093	수술에서 흩날리는 꽃가루는 피부와 접촉할 경우 통증을 일으킵니다. 검은 콜리플라이에게서 획득합니다.
ITEM_20151224_009094	초록 미노스 가죽
ITEM_20151224_009095	두께가 얇지만 여러 겹을 덧댄다면 놀라울 정도의 방어력을 제공합니다. 초록 미노스에게서 획득합니다.
ITEM_20151224_009096	갈색 콜리멘 꽃
ITEM_20151224_009097	아름다운 꽃에 이끌렸다가 습격을 받은 여행자들이 많습니다. 갈색 콜리멘에게서 획득합니다.
ITEM_20151224_009098	대못
ITEM_20151224_009099	아직까지도 못이 왜 인프로 홀더의 어깨에 박혀있는지 밝혀내지 못했습니다. 붉은 인프로 홀더에게서 획득합니다.
ITEM_20151224_009100	붉은 인프로 홀더의 심장
ITEM_20151224_009101	몬스터의 심장은 항상 강한 마력을 가지고 있습니다. 붉은 인프로 홀더에게서 획득합니다.
ITEM_20151224_009102	푸른 라프세이프 이빨
ITEM_20151224_009103	작은 이빨이지만 무수히 돋아나있어 한 번 물리면 심각한 출혈을 일으킵니다. 푸른 라프세이프에게서 획득합니다.
ITEM_20151224_009104	푸른 콜리멘 꽃
ITEM_20151224_009105	아름다운 꽃에 이끌렸다가 습격을 받은 여행자들이 많습니다. 푸른 콜리멘에게서 획득합니다.
ITEM_20151224_009106	붉은 레푸스버니 꼬리
ITEM_20151224_009107	레푸스버니의 털은 짧아 가공이 어렵지만 꼬리만은 예외입니다. 붉은 레푸스버니에게서 획득합니다.
ITEM_20151224_009108	푸른 크로뉴트 가죽
ITEM_20151224_009109	다른 가죽들보다 두껍고 물렁한 특징이 있습니다. 푸른 크로뉴트에게서 획득합니다.
ITEM_20151224_009110	푸른 크로뉴트 독침
ITEM_20151224_009111	크로뉴트들이 사용하는 독은 무고사에 버금갈만큼 치명적입니다. 푸른 크로뉴트 독침술사에게서 획득합니다.
ITEM_20151224_009112	푸른 호헨 손톱
ITEM_20151224_009113	이들에게 자신의 손톱은 무기와 같습니다. 푸른 호헨 바클에게서 획득합니다.
ITEM_20151224_009114	푸른 티니의 뿔
ITEM_20151224_009115	오래전 한 사내가 맨손으로  티니의 뿔을 뽑았다는 기록이 있습니다. 푸른 티니에게서 획득합니다.
ITEM_20151224_009116	하얀 스피온 털
ITEM_20151224_009117	매우 거칠고 뻣뻣한 털입니다. 하얀 스피온에게서 획득합니다.
ITEM_20151224_009118	갈색 라프세이프 잎
ITEM_20151224_009119	가늘고 뾰족한 잎입니다. 갈색 라프세이프에게서 획득합니다.
ITEM_20151224_009120	붉은 호헨 올벤의 수정구
ITEM_20151224_009121	이 수정구는 호헨들이 사용하는 마법적 힘의 원천과 같습니다. 붉은 호헨 올벤에게서 획득합니다.
ITEM_20151224_009122	하얀 웬디고 활대
ITEM_20151224_009123	매우 조악한 활대지만 탄력은 매우 우수합니다. 하얀 웬디고 궁수에게서 획득합니다.
ITEM_20151224_009124	푸른 호헨 굴락의 뿔
ITEM_20151224_009125	넓게 벌어져 있는 뿔은 상대에게 위압감을 주기 충분합니다. 푸른 호헨 굴락에게서 획득합니다.
ITEM_20151224_009126	검은 케파리 잎
ITEM_20151224_009127	몬스터들의 몸에 솟아난 잎은 각기 다른 성질을 가지고 있어 마법 연구에 필수적입니다. 검은 케파리에게서 획득합니다.
ITEM_20151224_009128	갈색 티니의 뼈
ITEM_20151224_009129	매우 단단하여 몽둥이로 사용할 수도 있습니다. 갈색 티니에게서 획득합니다.
ITEM_20151224_009130	갈색 티니의 뿔
ITEM_20151224_009131	오래전 한 사내가 맨손으로  티니의 뿔을 뽑았다는 기록이 있습니다. 갈색 티니에게서 획득합니다.
ITEM_20151224_009132	푸른 하루갈 갈기
ITEM_20151224_009133	하루갈은 호헨 중에서도 가장 강한 존재입니다. 갈기를 얻기는 쉬운일이 아닙니다. 푸른 하루갈에게서 획득합니다.
ITEM_20151224_009134	푸른 하루갈의 심장
ITEM_20151224_009135	몬스터의 심장을 얻는 방법은 그 몬스터를 쓰러트리는 것 뿐입니다. 푸른 하루갈에게서 획득합니다.
ITEM_20151224_009136	초록 소켓의 날개
ITEM_20151224_009137	소켓은 날개 없이도 날아다닐 수 있습니다. 날개는 그들이 마족이라는 증거일 뿐입니다. 초록 소켓에게서 획득합니다.
ITEM_20151224_009138	갈색 스타울리트 투구 파편
ITEM_20151224_009139	스타울리트들이 쓰는 투구는 성분을 알 수 없는 금속으로 되어있습니다. 갈색 스타울리트에게서 획득합니다.
ITEM_20151224_009140	푸른 리디메드 줄기
ITEM_20151224_009141	씹어 먹는 것이 힘들 정도로 단단한 줄기입니다. 푸른 리디메드에게서 획득합니다.
ITEM_20151224_009142	붉은 짚단
ITEM_20151224_009143	불을 붙일 때 사용하면 좋습니다. 붉은 푸라기에게서 획득합니다.
ITEM_20151224_009144	검은 늙은케파 껍질
ITEM_20151224_009145	조심히 다루지 않는다면 금방 바스라져 버립니다. 검은 늙은케파에게서 획득합니다.
ITEM_20151224_009146	노란 그리바 줄기
ITEM_20151224_009147	말랑말랑하여 식자재로 사용되기도 합니다. 노란 그리바에게서 획득합니다.
ITEM_20151224_009148	초록 미듀쟈 촉수
ITEM_20151224_009149	미듀쟈 촉수에 공격 당하면 끔찍한 흉터가 남겨집니다. 초록 미듀쟈에게서 획득합니다.
ITEM_20151224_009150	테라늄
ITEM_20151224_009151	테라임프들만이 만들어 낼 수 있는 금속입니다. 테라임프에게서 획득합니다.
ITEM_20151224_009152	황혼 결정 파편
ITEM_20151224_009153	이것에 대해서는 알려진 것이 없습니다. 붉은 황혼의 시녀에게서 획득합니다.
ITEM_20151224_009154	푸른 엘렛의 마스크
ITEM_20151224_009155	마스크에 복잡하게 새겨진 문자들은 엘렛의 힘을 증폭시켜주는 효과가 있습니다. 푸른 엘렛에게서 획득합니다.
ITEM_20151224_009156	푸른 누오의 뿔
ITEM_20151224_009157	정말 급한 상황이 아니라면 누오는 자신의 뿔로 상대를 공격하지 않습니다. 푸른 누오에게서 획득합니다.
ITEM_20151224_009158	푸른 누오의 검 파편
ITEM_20151224_009159	작은 파편일지라도 사악한 기운이 퍼져나오고 있습니다. 푸른 누오에게서 획득합니다.
ITEM_20151224_009160	푸른 수호 거미 다리
ITEM_20151224_009161	외골격으로 이뤄진 다리입니다. 푸른 수호 거미에게서 획득합니다.
ITEM_20151224_009162	붉은 소켓의 뿔
ITEM_20151224_009163	뿔은 언제나 쓰임새가 많습니다. 붉은 소켓에게서 획득합니다.
ITEM_20151224_009164	붉은 소켓의 날개
ITEM_20151224_009165	소켓은 날개 없이도 날아다닐 수 있습니다. 날개는 그들이 마족이라는 증거일 뿐입니다. 붉은 소켓에게서 획득합니다.
ITEM_20151224_009166	어둠 결정 파편
ITEM_20151224_009167	이것에 대해서는 알려진 것이 없습니다. 붉은 어둠의 시녀에게서 획득합니다.
ITEM_20151224_009168	푸른 누카 갑옷 파편
ITEM_20151224_009169	마족들이 사용하던 장비를 얻는 것은 매우 어려운 일입니다. 푸른 누카에게서 획득합니다.
ITEM_20151224_009170	푸른 템플슬레이브의 두건
ITEM_20151224_009171	교활한 템플슬레이브들은 은신을 위해 두건을 사용합니다. 푸른 템플슬레이브에게서 획득합니다.
ITEM_20151224_009172	초록 티니 꼬리
ITEM_20151224_009173	몇몇 괴상한 수집가들이 이것을 수집한다는 소문이 있습니다. 초록 티니에게서 획득합니다.
ITEM_20151224_009174	붉은 스피온 털
ITEM_20151224_009175	매우 거칠고 뻣뻣한 털입니다. 붉은 스피온에게서 획득합니다.
ITEM_20151224_009176	초록 티니 마법사의 뼈
ITEM_20151224_009177	매우 단단하여 몽둥이로 사용할 수도 있습니다. 초록 티니 마법사에게서 획득합니다.
ITEM_20151224_009178	푸른 듀마로의 발톱
ITEM_20151224_009179	사냥꾼들은 자신의 실력을 입증하기 위해 목걸이에 발톱을 꿰고 다니기도 합니다. 푸른 듀마로에게서 획득합니다.
ITEM_20151224_009180	푸른 레푸스버니의 뼈
ITEM_20151224_009181	레푸스버니의 뼈는 크기에 비해 가벼운 것이 특징입니다. 푸른 레푸스버니에게서 획득합니다.
ITEM_20151224_009182	푸른 수염
ITEM_20151224_009183	키만큼 긴 수염입니다. 푸른 피셔맨에게서 획득합니다.
ITEM_20151224_009184	붉은 엘마의 부러진 스태프
ITEM_20151224_009185	강력한 장비를 만드는데 사용되지만 공급이 매우 부족한 상황입니다. 붉은 엘마에게서 획득합니다.
ITEM_20151224_009186	붉은 티켄의 뿔
ITEM_20151224_009187	티켄의 뿔은 두개골과 분리되어 있는 구조를 가지고 있습니다. 붉은 티켄에게서 획득합니다.
ITEM_20151224_009188	붉은 누오의 뿔
ITEM_20151224_009189	정말 급한 상황이 아니라면 누오는 자신의 뿔로 상대를 공격하지 않습니다. 붉은 누오에게서 획득합니다.
ITEM_20151224_009190	붉은 코카트 깃털
ITEM_20151224_009191	아름다운 색을 가지고 있어 수요가 많은 재료입니다. 붉은 코카트에게서 획득합니다.
ITEM_20151224_009192	붉은 코카트 벼슬
ITEM_20151224_009193	벼슬은 한번 훼손되면 다시 회복되지 않기때문에 온전한 벼슬은 매우 가치가 높습니다. 붉은 코카트에게서 획득합니다.
ITEM_20151224_009194	붉은 빅 그리바 갓
ITEM_20151224_009195	알수없는 독소들과 곰팡이들로 오염되어 있습니다. 붉은 빅 그리바에게서 획득합니다.
ITEM_20151224_009196	회색 날개 개구리의 뼈
ITEM_20151224_009197	비행을 위해 날개 개구리의 뼈는 속이 텅 비어있습니다. 회색 날개 개구리에게서 획득합니다.
ITEM_20151224_009198	붉은 수호 거미의 눈
ITEM_20151224_009199	수호 거미의 눈은 생명을 잃으면 결정화 되어 굳어지기 때문에 보석으로 많이 사용됩니다. 붉은 수호 거미에게서 획득합니다.
