QUEST_LV_0200_20150317_000001	필리파스 직속 부대원
QUEST_LV_0200_20150714_007286	망루에서 로프델이 지켜보고 있겠지만 오늘처럼 시야가 흐린 날엔 별 소용 없죠.
QUEST_LV_0200_20150714_007287	스테포나스는 무사히 지나갔습니다.{nl}그 친구가 당신을 찾더군요. 가서 그를 도와주십시오.{nl}
QUEST_LV_0200_20150714_007288	참, 경비병들이 우리 이름을 로프델에게 언급하는 일은 없을 겁니다.{nl}자기들이 여태까지 받아 먹은 게 전부 군법에 어긋나는 행동이니까요.
QUEST_LV_0200_20150714_007289	이 도시에 남아있는 기록물을 보신 적이 있습니까? 좀 이상하게 느껴지진 않으시던가요..{nl}칼리스 기사단은 왕국군이 미쳐 없애지 못한 예전 기록물들을 수집해오고 있지요.{nl}
QUEST_LV_0200_20150714_007290	부탁이 있습니다.  그 당시에 살포되었던 왕국군의 선전물을 몰래 모아 주세요.{nl}우리가 모아온 기록물들과 비교해 보면 분명 헛점이 보일 것입니다.
QUEST_LV_0200_20150714_007291	루클리스의 패배가 점점 확실해지면서 왕국군에선 항복을 권유하는 선전물을 마구 뿌려댔지요.{nl}분명 석화서리에 남아있는 선전물들이 있을 겁니다.
QUEST_LV_0200_20150714_007292	마치 영웅의 서사시인 것처럼 잘도 꾸며놨군요.{nl}600년이나 지났지만 참으로 낯간지러운 이야기들입니다.
QUEST_LV_0200_20150714_007293	아아. 네가 바로 날 위해 기회를 만들어 준 은인이로군.{nl}그런데 이게 뭐람. 서리핵이고 뭐고 경비병들이 저렇게 많다곤 난 듣지 못했다고!{nl}
QUEST_LV_0200_20150714_007294	자네의 도움이 필요해. 더 강력한 폭탄이 필요하겠어.{nl}칼리스 기사단과 약속한 서리핵은 스톤프로스터의 몸뚱이 안에 있거든.
QUEST_LV_0200_20150714_007295	내가 시키는 대로 해. {nl}폭탄이 아니면 서리핵을 꺼낼 수 없어.
QUEST_LV_0200_20150714_007296	생각보다 순도가 영 아니군. {nl}좀 시간이 걸릴지도 모르겠어.
QUEST_LV_0200_20150714_007297	자. 도화선이 없으니 충격을 주면 바로 터지도록 만들어 봤다.{nl}이걸 네게 줄 테니 몬스터에게 시험을 부탁하지.
QUEST_LV_0200_20150714_007298	그걸 제대로 확인하지 못한다면 다음 일은 어림도 없다고.
QUEST_LV_0200_20150714_007299	부딪쳐도 바로 터지지도 않고 화력도 제멋대로군.{nl}이를 어쩐다.
QUEST_LV_0200_20150714_007300	던졌을 때 몬스터에 착! 하고 붙어야 제대로 터지는데 필요한 시간을 벌 수 있어.{nl}비스카스 폐허의 몬스터에게서 끈적한 체액을 얻을 수 있을 거다.
QUEST_LV_0200_20150714_007301	다시 말하지만 네가 안전하려면 이거 말곤 방법이 없어.{nl}응? 당연히 네가 던지는 거지. 난 바쁘다고?
QUEST_LV_0200_20150714_007302	오다 조금 흘린거 같은데? {nl}새 신발 같은데 어쩌나.
QUEST_LV_0200_20150714_007303	좋아. 주거 지구에 가면 멍청하게 굳어있는 스톤프로스터를 금방 찾을 수 있을거야.{nl}이걸 스톤프로스터에게 던지면 돼. 멀찌감치 떨어지는 거 잊지 말고!
QUEST_LV_0200_20150714_007304	녀석의 갑주가 벌어질 때 그 틈새를 노리는 거야. {nl}서리핵 꼭 잊지 말고.{nl}
QUEST_LV_0200_20150714_007305	이게 그 서리핵이구먼. 이거 하나 구하자고 대체 몇이나 고생시키자는 건지.{nl}널 도와준 병사들이 망루에서 구경하는 녀석들에게 네 무용담을 늘어놓을 테니 너무 걱정하진 말라고.
QUEST_LV_0200_20150714_007306	그 쪽에서 큰 소동이 있었던 것 같아 무척 걱정했어.{nl}하지만 덕분에 어느 정도 성과가 있었지. 금방 다 잘 될걸세.{nl}
QUEST_LV_0200_20150714_007307	앞으로도 이 근처에 있을 예정이라면 내게 오게. {nl}미약하게나마 석화 보호 마법 정도는 걸어 줄 수 있으니까.
QUEST_LV_0200_20150714_007308	좋습니다. 구 시장으로 가십시오. {nl}석화 탐지기를 건드린다면 저희들인줄 알고 스파나스혼이 습격해 올 겁니다.
QUEST_LV_0200_20150714_007309	디코 도굴단 녀석들은 머리를 정말 잘 쓴단 말야.{nl}외부에서 싸구려 골동품들을 가져와서 석화서리가 부는 곳에 놔두는 거야.{nl}
QUEST_LV_0200_20150714_007310	그럼 석화가 되서 뭔가 그럴듯한 걸로 바뀌거든.{nl}대도시의 귀족들은 속아서 그걸 아주 비싼 값에 사들인다고 들었어.
QUEST_LV_0200_20150714_007311	바도바 선착장에 주기적으로 석화물들이 떠내려오고 있습니다.{nl}주제도 모르는 반란이 있었던 600백년 전의 기록들이죠.{nl}
QUEST_LV_0200_20150714_007312	우리 병사들의 사기를 떨어뜨리는 내용들이 많아서 장교들이 파괴하곤 했습니다.{nl}하지만 지금은 일손이 부족하니 당신이 그걸 좀 처리해 주셨으면 합니다.
QUEST_LV_0200_20150714_007313	이 무거운 것들이 어떻게 여기까지 떠내려와서 골치아프게 만드는지 모르겠습니다.{nl}나중에 망루 보수할때나 써먹어야겠어요.
QUEST_LV_0200_20150714_007314	석화서리가 불 때마다 병력은 줄어드는데 왕국에선 손실된 병력을 지원해줄 여력은 없습니다.{nl}그래서 대안으로 도굴꾼이나 피난민들을 상대로 입대하도록 권유하고 있지요.{nl}
QUEST_LV_0200_20150714_007315	여기서 그나마 할 수 있는 건 곳곳에 이 전단지를 부착하는 겁니다.{nl}왕국을 돕는다 생각하시고 흔쾌히 도와주셨으면 좋겠군요.
QUEST_LV_0200_20150714_007316	분명 누군가 전단지를 가져가는 것 같은 데 최근 지원자는 줄어들고 있어요.{nl}도굴꾼 녀석들이 내부단속이라도 시작한 걸까요. 참 수상하군요.
QUEST_LV_0200_20150714_007317	프리미어 에미넌트 같은 분이 또 나타나야 왕국도 금방 좋아질 거라고 믿습니다.{nl}당신도 그런 중요한 인물이 될 수 있길 여신께 바라겠습니다.
QUEST_LV_0200_20150714_007318	코보스 전당 터의 몬스터들이 마구잡이로 늘어나고 있어요.{nl}무엇에 이끌려 오는지도 전혀 파악 할 수가 없고요.{nl}
QUEST_LV_0200_20150714_007319	당초 지원해 주기로 했던 왕국군은 기대도 못하고 있는 상황입니다.{nl}차라리 당신이 우릴 도와주신다면 왕국군에게 약속했던 몫을 드릴 수도 있겠군요.
QUEST_LV_0200_20150714_007320	우리는 오래 전부터 이 도시에 벌어졌던 사건에 대해 조사해오고 있습니다.{nl}반란에 숨겨진 이면을 찾는 거지요.
QUEST_LV_0200_20150714_007321	전투 경험이 많으시다고 들었습니다.{nl}칼리스 기사단으로의 입대를 권유하고 싶을 정도로요.
QUEST_LV_0200_20150714_007322	세상에 풀 수 없는 저주란 존재하지 않아요.{nl}제 모든 걸 걸고 밝혀내고야 말겠어요.
QUEST_LV_0200_20150714_007323	소문대로 대단하군요. {nl}칼리스 기사단은 당신같은 위인이 꼭 필요합니다.
QUEST_LV_0200_20150714_007324	여긴 참 흥미로운 곳이로군. {nl}연구할 것들이 도시 안에 널려있어.
QUEST_LV_0200_20150714_007325	심하게 휘날리는 돌부스러기위 먼지로 많은 단원들이 기침에 시달리고 있습니다.{nl}기사단 본부에선 단원들을 위해 약을 보내주고 있지요.{nl}
QUEST_LV_0200_20150714_007326	헌데 이번 달 분량을 가져오던 병력들이 석화서리에 당하고 말았어요.{nl}우리가 그들을 찾았을 때 약은 이미 몬스터들 손에 넘어가 버렸습니다. {nl}그걸 되찾아 주실 수 있겠습니까?
QUEST_LV_0200_20150714_007327	여분이 있다면 당신에게도 좀 드리고 싶군요.{nl}여기서 잔뼈가 굵은 도굴꾼조차도 이 약을 노릴정도니까요.
QUEST_LV_0200_20150714_007328	몰래 하나 드셨다고 해도 뭐라 하진 않으려고 했습니다만.{nl}그럴 분으론 보이지 않는군요.
QUEST_LV_0200_20150714_007329	얼마 전 이 곳을 순찰하던 병사들이 돌고드름 광장을 지나다 석화서리에 당했습니다.{nl}그들은 소속이 왕국군일 뿐, 사실 우리 칼리스 지방의 영주민들이 대부분이지요.{nl}
QUEST_LV_0200_20150714_007330	고향사람들을 돕고 싶지만 그들을 저주에게서 벗어나게 할 방법은 없습니다.{nl}다만 마지막 유언과 가족들에게 전달할 유품을 받아 올 순 있겠지요..{nl}그들이 의식을 잃기 전에 마지막 자비를 베풀어 주지 않겠습니까?
QUEST_LV_0200_20150714_007331	왕국에 충성하는 건 당연하지만 불가능한 일로 사람들을 죽어나가게 하는 건..{nl}누가 몬스터인지 모르겠습니다.
QUEST_LV_0200_20150714_007332	칼리스 기사단은 이 도시를 복원하기 위해 많은 전문가들을 고용했지요.{nl}저도 물론 그 일환이고요. 하지만 사람만 모아놓고 지원은 하나도 해주지 않고 있어요.{nl}
QUEST_LV_0200_20150714_007333	연구를 마저 이어가려면 당신의 도움이 필요해요.{nl}사념체를 끌어 낼 영약을 만든다면 저주의 원흉을 밝혀낼 수도 있거든요.{nl}
QUEST_LV_0200_20150714_007334	제가 가진 주술적 지식 말고도 다양한 방향으로 접근해 볼 생각입니다.{nl}이 저주를 꼭 풀어내고야 말겠습니다.
QUEST_LV_0200_20150714_007335	해방의 영약을 만들 재료가 충분히 모였군요.{nl}그럼 시작해 보죠.
QUEST_LV_0200_20150714_007336	자. 이 해방의 영약을 드릴 테니 비엔티 성채의 석화된 희생자들에게 사용해 보세요.{nl}그들의 사념이 마지막으로 본 무언가를 이야기 해줄지도 모릅니다.
QUEST_LV_0200_20150714_007337	분노에 사로잡힌 사념들은 당신을 공격할 수도 있습니다.{nl}부디 조심하시길.
QUEST_LV_0200_20150714_007338	그들은 두려움에 떨며 죽어갔다는 것 말곤 알아낼 만한 게 없군요.{nl}아무래도 더 오래된 피해자들을 찾아봐야겠어요.
QUEST_LV_0200_20150714_007339	{memo X}루클리스의 반란 때 석화서리로 희생된 사람들의 육신은 이미 흔적조차 남아있지 않지요.{nl}하지만 그 사념만큼은 이 도시에 깊게 스며들어 있습니다.{nl}
QUEST_LV_0200_20150714_007340	{memo X}제가 기사단과 함께 비엔티 성채에 설치해 둔 향로에 불을 붙여주세요.{nl}사념들이 그 날의 이야기를 들려 줄 겁니다.
QUEST_LV_0200_20150714_007341	{memo X}절대로 사념들을 자극하지 마세요.{nl}불안정한 존재이기 때문에 어떻게 나올지 모릅니다.
QUEST_LV_0200_20150714_007342	고통과 분노.. 배신과 두려움.. {nl}끔찍했던 당시의 감정들이 느껴져요.{nl}
QUEST_LV_0200_20150714_007343	하지만 그것은 인간을 향한 것이 아니네요. {nl}마치 깊고 어두운 실체를 가진.. 기사단으로 돌아가 좀 더 자세히 알아볼 필요가 있겠어요.
QUEST_LV_0200_20150714_007344	살아있는 건 물론이고 나무나 종이까지 돌이 되어 버린다니.. {nl}난 이런 말도 안 되는 일에 대해 흥미가 많네. {nl}
QUEST_LV_0200_20150714_007345	자네만 도와준다면 말야. {nl}어쩌면 석화의 저주에 걸려도 죽지만 않았다면 팔 한짝 잃는 정도로 살릴 수 있을지도 몰라.
QUEST_LV_0200_20150714_007346	열 마리 중에 한 마리라도 통한다면 정말 대단한 일이 아닐 수 없겠지.{nl}난 내 지식과 실력을 믿네.
QUEST_LV_0200_20150714_007347	하나도 못 살려냈단 말인가?{nl}이 방법은 쓸 수 없겠구먼. 남은 건 다시 가져가겠네.
QUEST_LV_0200_20150714_007348	아무래도 다양한 시약을 사용해서 최대한 많은 실험을 해 봐야겠어.{nl}그러려면 표본이 정말 많이 필요해.{nl}
QUEST_LV_0200_20150714_007349	네베키아 성채의 몬스터에게서 석화 표본을 구해 줄 수 있겠나?
QUEST_LV_0200_20150714_007350	이 정도면 다섯 번 정도 실험할 분량이 나오겠군. {nl}수고했어.{nl}
QUEST_LV_0200_20150714_007351	다시 한 번 말하지만 석화의 저주는 화학적인 작용이기 때문에 절대로 돌릴 수 없다는 게 내 견해네.{nl}아니면 빨리 내게 찾아오면 다리 한 짝 잃더라도 목숨은 구하겠지.
QUEST_LV_0200_20150714_007352	우선 희생자들의 명복을 비네. {nl}하지만 목마른 사람에게 강물이 매력적이듯, 지식에 목마른 내겐 여긴 정말 대단한 곳이야.{nl}
QUEST_LV_0200_20150714_007353	네베키아 성채 위쪽에 이 멋진 장소를 더럽히는 멍청한 몬스터가 있네.{nl}자네에게 그 녀석의 처리를 부탁하고 싶군.
QUEST_LV_0200_20150714_007354	머리가 있으면 이걸 어떻게 부수고 다닐 수 있지?{nl}하긴 그래서 몬스터겠지.
QUEST_LV_0200_20150714_007355	그 녀석은 죽었나? 잘 했네!{nl}당분간 다른 녀석이 나타나기 전까진 파괴로 불안해 할 필욘 없겠군.
QUEST_LV_0200_20150714_007356	석화서리가 막 쓸고 지나갔기 때문에 작업을 빨리 해야 해.{nl}석화서리가 언제 어디서 시작하는 지는 왕국군이 철수하는 걸 지켜보면 알수 있어.{nl}
QUEST_LV_0200_20150714_007357	그리고 그 정보를 제일 빨리 받아볼 수 있는 방법은 왕국군이 되는거지.
QUEST_LV_0200_20150714_007358	전 말단이라 잘은 모르겠습니다만.{nl}여긴 원래 칼리스령이거든요.{nl}
QUEST_LV_0200_20150714_007359	반란이다 뭐다 해서 왕국 관할이었는데 600년이나 시간이 흐르지 않았습니까?{nl}칼리스 측에서도 다시 실력행사를 하겠다.. 라고 다들 생각하고 있습니다.{nl}
QUEST_LV_0200_20150714_007360	하지만 이런 애매한 상황에서도 뭐 그다지 큰 마찰은 없는 게..{nl}기사단이라고 파견된 사람들만 봐도 코스타스님처럼 연구가 목적이니 말단인 제가 뭘 알겠습니까.
QUEST_LV_0200_20150714_007361	상관들 이야기론 정식 소속은 아니고 용병 비슷한 거라나 뭐라나.{nl}잘은 모르지만 석화서리에 대해 제게 여러 가지를 물어보시더라고요.{nl}
QUEST_LV_0200_20150714_007362	코스타스님 말고도 칼리스 기사단에서 많은 사람들이 연구를 위해 이곳으로 왔습니다.{nl}반란군 도시에서 뭐 건질 게 있다고. 이상하죠?
QUEST_LV_0200_20150714_007363	전 말단이라 잘은 모릅니다만, 딱히 서로를 달가워하진 않는 것 같아요.{nl}하긴, 600년 동안이나 관리해왔는데 이제와서 실력행사라니 누가 좋아하겠습니까?{nl}
QUEST_LV_0200_20150714_007364	하지만 칼리스 측에서는 정당한 권리이기도 하고 연구만 하겠다니 딱히 저희도 뭐라 할 순 없지요.{nl}저야 그 분들을 호위하면서 행적을 보고하라는 임무만 들었으니.. 그런데 또 사라지셨죠.
QUEST_LV_0200_20150714_007365	아아. 왕국군에게서 거금을 주고 빼돌린 것이니 일단 구경만 하게.{nl}석화서리로 수 백년 동안 여긴 그 무엇도 살 수 없는 곳이 되어버렸네.{nl}
QUEST_LV_0200_20150714_007366	하지만 생명이란 건 위대하지. {nl}여기서 살아가던 일부 몬스터들은 미약한 석화서리를 맞으며 내성을 키웠다고 추측하고 있네.{nl}
QUEST_LV_0200_20150714_007367	그 중 특별한 몬스터의 몸 속에서 자라는 결정은 강력한 석화서리에도 맞설 수 있는 힘을 발휘하지.{nl}문제는 거의 수 백, 수 천마리당 한 마리 꼴로 발견된다니.. 참으로 애석한 일이네.
QUEST_LV_0200_20150714_007368	고맙네.{nl}이 영묘한 힘을 잘만 증폭시킨다면 석화의 저주도 물리칠 수 있을거야.{nl}먼저 팔라이카이 갈림길에 있는 몬스터들이게 반응석을 구해다 주게. 부탁함세!
QUEST_LV_0200_20150714_007369	고맙군.{nl}팔라이카이 갈림길 주변에 왕국군이 버리고 간 석화 탐지기들이 널려 있어.{nl}그 중에서 실트의 증표가 반응하는 것만 골라 오게.
