QUEST_LV_0100_20150317_000001	경계병
QUEST_LV_0100_20150729_007677	상자를 열어 보세요.
QUEST_LV_0100_20150729_007678	웬디고가 빼앗아 간 보급품을 모두 되찾은 것 같습니다. 린트에게 돌려 주러 가세요.
QUEST_LV_0100_20150729_007679	웬디고들을 처치해 %s 수집
QUEST_LV_0100_20150729_007680	웬디고들에게서 보급품 획득
QUEST_LV_0100_20150729_007681	용병 에타는 사우가스를 잡지 않으면 캠프로 돌아가지 않겠다고 버티고 있습니다. 에타를 도와 빨리 캠프로 보내는 것이 좋을 듯 합니다. 에타를 위해 알쿠네 계단길에 있는 영기가 흐르는 돌과 몬스터의 독을 모아 오도록 합시다.
QUEST_LV_0100_20150729_007682	영기가 서린 돌과 몬스터의 독을 모았습니다. 용병 에타에게 돌아가 보세요.
QUEST_LV_0100_20150729_007683	클라페다 왼쪽 끝의 주거지구에 살고 있는 보코르 마스터에게 이 석판이 무엇인지 물어보세요.
QUEST_LV_0100_20150729_007684	아우슈리네 여신상에 경배
QUEST_LV_0100_20150729_007685	동쪽 숲으로 떠날 채비를 위해 클라페다 중앙 광장에 있는 아우슈리네 여신상에게 경배를 드리세요.
QUEST_LV_0100_20150729_007686	부베를 처치하여 %s 되찾기
QUEST_LV_0100_20150729_007687	카틴 숲 입구 전 지역
QUEST_LV_0100_20150729_007688	기사단장 우스카는 틸레니스 왕자와 시장 실종 사건 조사를 의뢰했습니다. 베야 골짜기의 시다브라스 샘터에서 영혼의 눈으로 단서를 수색하세요.
QUEST_LV_0100_20150729_007689	실종이 의심가는 위치에 영혼의 눈을 놓았습니다. 놓여진 영혼의 눈을 확인하세요.
QUEST_LV_0100_20150729_007690	클라페다 시장의 영혼를 공격하려는 자들 처치
QUEST_LV_0100_20150729_007691	보코르 마스터는 억울하게 죽은 안데일 마을의 주민들을 위로하려고 합니다. 먼저 코발트 숲과 셉티니 골에 서식하는 티니를 처치하여 티니의 정수를 위로의 구슬에 채워 넣으세요.
QUEST_LV_0100_20150729_007692	사제 유타와 대화
QUEST_LV_0100_20150729_007693	사제 유타가 곤란한 상황에 처해있는 것 같습니다. 유타와 대화하세요.
QUEST_LV_0100_20150729_007694	되살아난 시체 처치
QUEST_LV_0100_20150729_007695	사제 유타가 의식을 방해하는 시체들을 처치해달라고 부탁했습니다. 시체들을 처치하세요.
QUEST_LV_0100_20150729_007696	사제 유타에게 보고
QUEST_LV_0100_20150729_007697	사제 유타가 부탁한 시체들을 처치했습니다. 유타에게 돌아가세요.
QUEST_LV_0100_20150729_007698	되살아난 시체
QUEST_LV_0100_20150729_007699	사제 유타의 부탁대로 시체들을 처치했습니다. 더 도울 일이 있는지 유타와 대화해보세요.
QUEST_LV_0100_20150729_007700	솟아오른 관 파괴
QUEST_LV_0100_20150729_007701	{memo X}사제 유타의 말로는 땅에서 솟아오른 관에서 시체들이 일어났다고 합니다.{nl}땅에서 솟아난 시체들을 파괴하세요.
QUEST_LV_0100_20150729_007702	사제 유타에게 돌아가기
QUEST_LV_0100_20150729_007703	사제 유타가 부탁한 관들을 모두 파괴했습니다.{nl}유타에게 돌아가세요.
QUEST_LV_0100_20150729_007704	사제 유타는 성소 주위의 결계 때문에 성소 근처에 가보지도 못했다고 합니다.{nl}결계를 깰 방법을 묘지기 시기스에게 알아봐달라고 부탁했습니다.
QUEST_LV_0100_20150729_007705	묘지기 시기스와 대화
QUEST_LV_0100_20150729_007706	묘지기 시기스를 찾았습니다. 시기스와 대화하세요.
QUEST_LV_0100_20150729_007707	묘지기 시기스에게 말 못할 사정이 있는 것 같습니다. 시기스와 대화하세요.
QUEST_LV_0100_20150729_007708	되살아난 시체를 화장시키기
QUEST_LV_0100_20150729_007709	묘지기 시기스가 그의 횃불을 주며 망자들을 불로써 정화해달라고 했습니다.
QUEST_LV_0100_20150729_007710	묘지기 시기스에게 돌아가기
QUEST_LV_0100_20150729_007711	되살아난 시체들을 화장시켜줬습니다. 시기스에게 돌아가세요.
QUEST_LV_0100_20150729_007712	수상한 성소
QUEST_LV_0100_20150729_007713	묘지기 시기스의 부탁대로 되살아난 망자들을 화장시켜줬습니다.{nl}시기스에게 더 도와줄건 없는지 물어보세요.
QUEST_LV_0100_20150729_007714	묘지기의 상자에서 물건 꺼내오기
QUEST_LV_0100_20150729_007715	{memo X}묘지기 시기스는 묘지기의 상자에서 어떤 물건을 꺼내달라고 부탁했습니다.
QUEST_LV_0100_20150729_007716	묘지기의 주술인형을 시기스에게 전해주기
QUEST_LV_0100_20150729_007717	{memo X}상자의 내용물은 묘지기의 주술인형이었습니다. 묘지기 시기스에게 전달하세요.
QUEST_LV_0100_20150729_007718	묘지기 시기스가 부탁한 묘지기의 주술 인형을 가져다줬습니다. 시기스에게 묘지기의 주술 인형 사용법을 물어보세요.
QUEST_LV_0100_20150729_007719	교단의 성소 둘러보기
QUEST_LV_0100_20150729_007720	주술 인형과 함께 교단의 성소를 둘러보세요.
QUEST_LV_0100_20150729_007721	묘지기 시기스에게 보고
QUEST_LV_0100_20150729_007722	성소에 가까이 가자 주술 인형이 파괴됐습니다. 묘지기 시기스에게 돌아가 이 사실을 알리세요.
QUEST_LV_0100_20150729_007723	묘지기 시기스는 주술인형이 파괴된 사실을 사제 유타에게 알려달라고 부탁했습니다.
QUEST_LV_0100_20150729_007724	교단의 성물 조사
QUEST_LV_0100_20150729_007725	유타는 결계가 풀렸다는 소리에 자신이 직접 가서 살펴보겠다고 합니다. 먼저 가서 유타를 기다리세요.
QUEST_LV_0100_20150729_007726	교단의 성물이 폭주로 나타난 어보미네이션을 처치했습니다.{nl}유타와 대화하세요.
QUEST_LV_0100_20150729_007727	유타는 자신의 잘못된 믿음을 진심으로 뉘우치고 있습니다. 그녀가 시기스에게 사과할 수 있도록 도와주세요.
QUEST_LV_0100_20150729_007728	묘지기 시기스에게 유타의 사과를 전하세요.
QUEST_LV_0100_20150730_007729	주변을 살펴보니 저 쪽에 제미나 여신님의 성물이 있었어요. 저는 그 성물을 살펴보러 가려고 해요.{nl}제미나 여신님의 성물이니까 여신님이 응답을 주실 거에요!{nl}
QUEST_LV_0100_20150730_007730	그런데 또 다시 시체들이 깨어나서 의식을 방해할까봐 걱정이네요.{nl}저기 묘실에 가보시면 벽에 시체들이 잠들어 있는 관이 있을 거에요.{nl}시체들이 깨어나기 전에 그 관을 부숴주세요.
QUEST_LV_0100_20150730_007731	저 쪽에 살펴보니까 나무 모양의 성물이 세워져 있었어요.{nl}아마도 저 성물이 진리의 나무교단이 제미나 여신님께 받은 성물일 거에요.{nl}나무라면 제미나 여신님의 상징이니까 제미나 여신님이 그들에게 성물 내리신게 확실해요!
QUEST_LV_0100_20150730_007732	관을 부수는 과정에서 관 뚜껑이 열리지 않게 조심하셔야 해요.{nl}아까 저도 관을 몇 개 부쉈는데, 뚜껑이 열리면 시체가 튀어나와서 덤벼들더라구요.
QUEST_LV_0100_20150730_007733	관을 파괴해주신 덕분에 시체들이 덤벼들진 않았어요.{nl}그런데 성물은 확인해보지 못했네요. 성물이 있는 곳에 다가갈 수가 없었어요.{nl}마치 뭔가 저를 밀어내는 것 처럼요.
QUEST_LV_0100_20150730_007734	{memo X}이 곳, 카타콤을 관리하는 묘지기님이라면 저 성물과 결계에 대해서 조금은 알고 계시지 않을 까요?{nl}하지만 저는 묘지기님에게 말을 걸 수가 없어요.{nl}이 곳에 들어와서 의식을 준비하는 과정에서 묘지기님이 저에게 화를 내셨거든요.{nl}혹시 저 대신 묘지기님에게 여신의 성물에 대해 물어봐 주실 수 있나요?
QUEST_LV_0100_20150730_007735	{memo X}여신님의 흔적을 쫓아 카타콤에 들어왔을 때 제가 마주한 건 의식을 망해하는 시체들이었어요.{nl}시체들이 관에서 걸어나오는 걸 보고 시체가 깨어나기 전에 관을 부쉈죠.{nl}때마침 그 장면을 보신 묘지기님께서는 고인에 대한 예의가 없다면서 화를 내셨어요.{nl}죽은 시체들이 다시 깨어나는 것 보다는 낫다고 생각했을 뿐인데..
QUEST_LV_0100_20150730_007736	{memo X}여신의 성물? 뭐야? 너도 아까 그 예의 없는 보코르랑 한 패냐?{nl}그런 거라면 이 묘역에서 당장 꺼져. 그 보코르 녀석만 생각하면 아직도 이가 갈린다.{nl}시체들이 되살아난다고 해서 시체들이 잠들어 있는 관을 부수고 다녔다고!{nl}어떻게 그런 짓을 아무렇지도 않게 하고 다닐 수 있는 건지 모르겠어!
QUEST_LV_0100_20150730_007737	묘지기님께 잘 말씀드려주세요. 저는 꼭 제미나 여신님을 찾아내야 해요.{nl}땅 속은 제미나 여신님의 영역이니 이 곳에서 시체들이 되살아나는 것도 여신님이 자리를 비우셨기 때문이에요.
QUEST_LV_0100_20150730_007738	이건 정말 말도 안되는 일이야. 죽은 자들이 다시 깨어나다니..{nl} 만약 누군가가 의도적으로 저지른 일이라면 이보다 더한 모욕은 없을 거야!{nl}묘지에서 시체들이 깨어나는 상황에서 너라면 누가 제일 의심스럽겠어?
QUEST_LV_0100_20150730_007739	이게 정말 그 보코르가 한 일이 아니라면 깨어난 시체들의 안식을 도와줘야겠어.{nl}땅 속에 다시 묻으면 또 살아날지 모르니까 이 횃불로 고인에 대한 예의를 갖춰서 그들의 육신을 정화시켜줘.
QUEST_LV_0100_20150730_007740	뭘 꾸물거리고 있어! 빨리 움직여! 더 이상은 못 보겠어..
QUEST_LV_0100_20150730_007741	내 대신 그들의 안식을 도와줘서 고마워..{nl}사실 묘지기로서 마땅히 돌봐야할 사람들에게 칼 끝을 겨눈다는게 쉽지가 않았어..
QUEST_LV_0100_20150730_007742	{memo X}보코르가 말하는 여신의 성물이라면 나도 봤어. 그거 진리의 나무교단 녀석들이 세운 성물이야.{nl}자신들은 제미나 여신님의 정식 사제 집단이고 이 묘지는 제미나 여신님의 영역이니까 축복을 내려주겠다고 하더라구.{nl}생각해보니 진리의 나무교단 녀석들이 이 곳에 성물을 설치하고 나서부터 시체들이 일어나기 시작했던 것 같아.{nl}하지만 그 성물에는 나도 다가갈 수가 없었어.{nl}
QUEST_LV_0100_20150730_007743	..아! 그렇지!{nl}저 안 쪽으로 들어가면 우리 아버지가 사용하시던 물품을 담아둔 상자가 있을 거야.{nl}그 안에서 주술인형을 가져다 줘. 내가 가봐야하지만 도저히 이 시체들 사이를 지나서 가지고 올 엄두가 안난다..
QUEST_LV_0100_20150730_007744	{memo X}예전부터 가끔 미치광이 보코르나 네크로맨서가 카타콤에 몰래 오곤 했어.{nl}그들은 이 곳에 안치되어있는 시신들로 정신나간 실험들을 하곤 했지.{nl}우리 아버지는 신성한 묘지를 어지럽히는 자들로부터 카타콤을 지키기 위해 주술인형을 만드셨어.{nl}그 주술인형에 마력을 불어넣으면 묘지를 어지럽히는 힘을 찾아내서 파괴하도록 만들어져있어.
QUEST_LV_0100_20150730_007745	우리 집안은 대대로 묘지기를 맡아오고 있어. 신수의 날, 아버지가 그 사건에 휘말려서 돌아가시면서 내가 그 뒤를 이어서 묘지기 역할을 맡고 있지. 아버지 어깨너머로 밖에 일을 배우지 못했지만 이제는 내가 이곳의 묘지기야..
QUEST_LV_0100_20150730_007746	맞아! 이 주술인형이야! 한 동안 쓸 일이 없었는데 제대로 작동하는지 알아봐야겠다.
QUEST_LV_0100_20150730_007747	이제 이 인형을 가지고 성물이 있는 곳으로 가봐.{nl}만약 이 곳의 시체들을 일으키는 원인이 그 성물이라면 주술인형이 결계를 뚫고 성물을 파괴할거야.
QUEST_LV_0100_20150730_007748	아버지가 사용하시던 주술인형이야. 아버지가 해오시던 대로만 하면 아무 문제 없을거야.. 아버지가 하시던 대로만..
QUEST_LV_0100_20150730_007749	{memo X}뭐..? 뭐라고 했어 지금?{nl}결계를 뚫고 들어가서 주술인형이 성물을 공격하더니 오히려 주술인형이 부서졌다고?{nl}그럴 리가 없어.. 진짜 여신의 성물이라 주술인형이 파괴할 수 없었다는 건가..{nl}그렇지만 주술인형이 결계를 깼다는 건 그 힘이 사악한 기운이라는 뜻인데..{nl}
QUEST_LV_0100_20150730_007750	만약 여신님이 연관된 일이라면 내 마음대로 처리할 수는 없어.{nl}결계가 깨졌으니 보코르에게도 성물을 살펴봐 달라고 전해줘.
QUEST_LV_0100_20150730_007751	우와.. 진짜 결계를 깨셨네요? 대단해요.{nl}음.. 주술인형 얘기는.. 그 인형이 고장난 게 아닐까요? 제미나 여신님의 성물인데 사악한 기운이라니요.{nl}
QUEST_LV_0100_20150730_007752	아무튼 결계가 풀렸다고 하니 저랑 같이 가봐요. 제가 직접 확인해봐야겠어요.{nl}먼저 가 계시겠어요? 의식 준비를 마치면 바로 뒤 따라갈게요.
QUEST_LV_0100_20150730_007753	주술인형.. 사악한 기운.. 아하하.. 묘지기님도 진짜 재밌는 분이시라니깐..
QUEST_LV_0100_20150730_007754	저.. 봤어요.. 그 괴물.. 묘지기님이 맞았어요.. 아까 그 성물은 제미나님의 것이 아니에요! 제 멋대로 굴어서 죄송해요..
QUEST_LV_0100_20150730_007755	제 잘못된 믿음으로 사악한 성물은 의심조차 안하고 관이나 부수고 다닌 꼴이라니.. 부끄럽네요..{nl}이제 사악한 성물도 사라졌으니 저의 능력이 이 소란을 잠재우는데 도움이 될거에요.{nl}
QUEST_LV_0100_20150730_007756	{memo X}사과의 뜻으로 묘지기님을 돕고 싶어요.{nl}그런데 막상 묘지기님께 말하려고 하니 용기가 나질 않네요. 대신 제 사과의 뜻을 전해주시겠어요?
QUEST_LV_0100_20150730_007757	이 빌어먹을 사교도 놈들! 여신의 이름을 팔아서 이런 장난질을 치다니..{nl}고인을 모욕하는 것도 정도껏이지. 당장이라도 이 놈들을 쫓아가서 댓가를 치르게 해주고 싶어..{nl}
QUEST_LV_0100_20150730_007758	하지만 묘지기로서 카타콤을 안정화시키는 것이 먼저인 것 같다.{nl}고마워. 덕분에 되살아난 자들의 안식까지도 끝까지 책임지는 것이 묘지기로서의 역할이라는 걸 깨달았어.{nl}보코르가 힘을 빌려준다고 하니 보코르과 함께 이 카타콤의 묘지기로서 남은 자들의 안식을 지켜줘야겠다.{nl}
QUEST_LV_0100_20150730_007759	진리의 나무교단은 이 곳을 지나 
QUEST_LV_0100_20150730_007760	칼라일의 영묘
QUEST_LV_0100_20150730_007761	로 들어갔어.{nl}그 곳에서 자신들의 교리를 실천할 뭔가를 찾는다나..{nl}혹시라도 칼라일의 영묘로 가게 되면 그 놈들에 대해서 알아봐줘.{nl}아무리 생각해도 그 놈들 제 정신이 아니야.
QUEST_LV_0100_20150730_007762	여기도 아니었다니.. 대체 어디로 사라지신 건가요.. 제미나 여신님..
QUEST_LV_0100_20150730_007763	여신의 성물에 대해
QUEST_LV_0100_20150730_007764	묘지기가 화를 낸 이유
QUEST_LV_0100_20150730_007765	유타는 여신을 찾아왔다고 한다.
QUEST_LV_0100_20150730_007766	내 알 바 아니라고 한다.
QUEST_LV_0100_20150730_007767	묘지기의 주술인형
QUEST_LV_0100_20150730_007768	{memo X}이야기하는 중/TALK/2/TRACK_BEFORE/None
QUEST_LV_0100_20150730_007769	수상한 신도들
QUEST_LV_0100_20150730_007770	사제 유타의 말로는 땅에서 솟아오른 관에서 시체들이 나왔다고 합니다.{nl}땅에서 솟아난 관들을 파괴하세요.
QUEST_LV_0100_20150730_007771	묘지기의 상자에서 주술인형 꺼내오기
QUEST_LV_0100_20150730_007772	묘지기 시기스는 묘지기의 상자에서 주술인형을 꺼내달라고 부탁했습니다.
